CRM_ID,hits_customDimensions_value,gender,birthday,state_code,annual_income_dollar,create_date,customer_level,CV_flag
997,1216552099.1406511954,2,1982,0,68594,2013/3/8,1,0
998,121661437.1390453258,2,1993,22,88252,2013/3/8,2,0
999,1216645916.1409908377,2,1981,29,41012,2013/3/8,1,0
1000,1216809093.1406256519,2,1989,13,71751,2013/3/8,2,0
1001,1216996106.1407734929,2,1996,0,79510,2013/3/8,1,0
1002,1217102435.1406872401,2,1988,13,35781,2013/3/8,1,0
1003,1217132983.1406524617,2,1981,23,34419,2013/3/8,2,0
1004,1217195854.1407743533,2,1983,0,94835,2013/3/8,2,0
1005,1217391389.1410059614,2,1984,0,51390,2013/3/8,2,0
1006,1217406860.1407826235,2,1986,40,75543,2013/3/8,3,1
1007,121769625.1408928206,2,1975,14,92356,2013/3/8,2,0
1008,1217885864.1409356952,2,1989,16,36628,2013/3/8,2,0
1009,1217939340.1409572337,2,1984,24,55713,2013/3/8,2,0
1010,121835215.1409125290,2,1991,12,31839,2013/3/8,2,0
1011,1218427263.1386232751,1,1986,0,88014,2013/3/9,2,0
1012,1218495280.1408331996,2,1994,12,82130,2013/3/9,1,0
1013,1218786102.1409545892,2,1992,13,75499,2013/3/9,2,0
1014,1219025436.1406881677,2,1992,13,36606,2013/3/9,2,0
1015,121942067.1408453525,2,1989,0,36910,2013/3/9,1,0
1016,1219439168.1407721134,2,1985,0,82903,2013/3/9,1,0
1017,1219762708.1409378963,2,1978,0,40215,2013/3/9,1,0
1018,1219885226.1406547930,2,1976,46,87591,2013/3/9,1,0
1019,1219932170.1408176363,1,1993,12,37536,2013/3/9,1,0
1020,1220099343.1407301278,1,1980,10,30448,2013/3/9,1,0
1021,1220346630.1409991214,2,1982,23,57107,2013/3/9,2,0
1022,1220645198.1408686932,2,1985,0,69098,2013/3/9,2,0
1023,1220646739.1408597714,2,1988,13,61059,2013/3/9,1,0
1024,122085878.1407127515,1,1985,13,87758,2013/3/9,2,0
1025,1221499465.1406870160,2,1971,0,48535,2013/3/9,2,0
1026,1221717418.1406699930,2,2000,27,60732,2013/3/9,2,0
1027,1221927323.1409971112,2,1989,23,63867,2013/3/9,1,0
1028,1222034962.1408078826,2,1985,0,44265,2013/3/9,1,0
1029,1222039854.1406310888,2,1981,13,81832,2013/3/9,2,0
1030,1222242907.1407229055,1,1988,0,92290,2013/3/9,1,0
1031,1222283643.1408074827,2,1991,13,39879,2013/3/9,2,0
1032,122266721.1409216165,2,1985,0,92805,2013/3/9,1,0
1033,1223158074.1407155173,1,1965,0,49741,2013/3/9,1,0
1034,1223289905.1406968011,2,1987,8,33549,2013/3/9,1,0
1035,1223457211.1406786371,1,1990,28,89863,2013/3/9,1,0
1036,1223462554.1407297092,2,1995,10,68267,2013/3/10,2,0
1037,1223598222.1355124922883,2,1986,13,83620,2013/3/10,1,0
1038,1224002034.1409034131,1,1988,23,80228,2013/3/10,2,0
1039,1224098185.1409567881,2,1989,0,50408,2013/3/10,1,0
1040,1224145174.1406215830,1,1981,13,80316,2013/3/10,2,0
1041,1224157075.1406885860,1,1962,4,79066,2013/3/10,3,1
1042,1224749105.1402985545,1,1975,34,82007,2013/3/10,1,0
1043,1225328403.1407204014,2,1991,13,43011,2013/3/10,2,0
1044,1226207254.1407300604,2,1994,22,59438,2013/3/10,2,0
1045,1226286233.1409822196,2,1963,0,56174,2013/3/10,3,1
1046,1226354220.1406781424,2,1988,18,62105,2013/3/10,2,0
1047,1226806710.1407682618,2,1983,15,62129,2013/3/10,1,0
1048,1227035806.1406202441,1,1977,19,79048,2013/3/10,2,0
1049,1227220714.1409652655,1,1967,27,86828,2013/3/10,5,1
1050,1227330772.1406690142,2,1989,0,62616,2013/3/10,2,0
1051,1227610086.1409017288,2,1988,0,77261,2013/3/10,3,1
1052,1227829767.1408355318,1,1985,26,97032,2013/3/10,2,0
1053,1227865118.1409643128,2,1992,0,87271,2013/3/10,3,1
1054,1228047379.1409930511,2,1989,11,49875,2013/3/10,1,0
1055,1228215624.1405080531,2,1993,0,81628,2013/3/10,1,0
1056,1228218426.1407456402,2,1986,23,35456,2013/3/10,2,0
1057,1228648941.1409243126,2,1989,27,77446,2013/3/10,1,0
1058,122873928.1408685802,2,1970,40,41249,2013/3/10,1,0
1059,1228846859.1407309299,2,1986,4,34264,2013/3/10,2,0
1060,1229143252.1407124203,2,1990,14,42901,2013/3/10,2,0
1061,1229372258.1409710643,2,,0,97024,2013/3/10,1,0
1062,1229410251.1410334840,1,1989,14,80064,2013/3/10,4,1
1063,1229841431.1410186402,1,1963,13,33292,2013/3/10,2,0
1064,1230106083.1409280473,2,1988,13,30840,2013/3/11,1,0
1065,1230345027.1406784743,2,1976,0,31869,2013/3/11,1,0
1066,1230361740.1407173923,2,1981,0,63013,2013/3/11,2,0
1067,1230551069.1408790482,2,1988,23,53117,2013/3/11,2,0
1068,1230942683.1407367445,2,1993,0,32588,2013/3/11,2,0
1069,1231034095.1408609950,2,1987,0,85756,2013/3/11,2,0
1070,1231302964.1407486916,2,1993,34,61643,2013/3/11,2,0
1071,1231344994.1409020207,1,1971,13,96187,2013/3/11,2,0
1072,1231360898.1407294955,2,1987,36,79637,2013/3/11,2,0
1073,123139122.1408273999,1,1992,12,61985,2013/3/11,1,0
1074,1232113498.1405298254,2,1994,13,66227,2013/3/11,2,0
1075,1232534046.1410196192,2,1985,27,82488,2013/3/11,1,0
1076,1232798794.1410155177,2,1989,0,42925,2013/3/11,2,0
1077,1233030286.1407207616,2,1994,0,37844,2013/3/11,1,0
1078,1233063437.1403656696,2,1988,8,59608,2013/3/11,2,0
1079,1233077377.1406791629,2,1991,11,64713,2013/3/11,5,1
1080,123314993.1408086326,2,1991,22,36979,2013/3/11,1,0
1081,1234085156.1407650661,1,1966,24,57499,2013/3/11,2,0
1082,1234504077.1408665743,2,1993,25,59714,2013/3/11,2,0
1083,1234977576.1408758855,1,1961,12,98606,2013/3/11,2,0
1084,1235034169.1409296144,2,1995,0,60036,2013/3/11,2,0
1085,1235167741.1406272618,2,1983,27,98609,2013/3/11,1,0
1086,1235396360.1404121038,2,1989,13,46041,2013/3/11,1,0
1087,1235805232.1396420546,2,1987,0,44795,2013/3/11,2,0
1088,1236166037.1408576818,1,1994,0,81505,2013/3/11,2,0
1089,1236191610.1406264065,1,1968,13,47701,2013/3/11,2,0
1090,1236411500.1406549881,2,1996,27,47771,2013/3/11,1,0
1091,1236523749.1408707873,2,1988,1,48260,2013/3/12,1,0
1092,1236569622.1406702209,2,1982,23,84652,2013/3/12,1,0
1093,1236644737.1407386051,1,1989,47,74767,2013/3/12,2,0
1094,1236676313.1408411392,1,1986,27,64810,2013/3/12,1,0
1095,1237194921.1408974759,2,1980,34,30504,2013/3/12,1,0
1096,1237256626.1406696911,2,1987,13,62663,2013/3/12,1,0
1097,1237991048.1408249926,2,1994,25,71237,2013/3/12,1,0
1098,1238343197.1407213198,2,1969,23,52861,2013/3/12,2,0
1099,1238363393.1407898531,2,1987,12,38969,2013/3/12,1,0
1100,1238465746.1408272714,2,1978,12,76234,2013/3/12,2,0
1101,1238673030.1409133463,2,1963,13,42902,2013/3/12,2,0
1102,1238833397.1408688522,2,1991,13,39967,2013/3/12,1,0
1103,1239005482.1404875050,2,1988,0,48663,2013/3/12,1,0
1104,1239047660.1389680789,2,1988,11,76021,2013/3/12,2,0
1105,123934669.1408221080,2,1993,27,58447,2013/3/12,2,0
1106,1239485434.1408428082,2,1982,4,81696,2013/3/12,1,0
1107,1239533653.1408511157,1,1992,0,39362,2013/3/12,2,0
1108,1239610772.1406792356,2,1990,22,80249,2013/3/12,1,0
1109,123996511.1406890408,2,1982,12,74127,2013/3/12,2,0
1110,1240230806.1408526513,2,1988,13,95734,2013/3/12,2,0
1111,1240506581.1407118226,1,1988,13,46234,2013/3/12,2,0
1112,1240562077.1409895226,1,1995,26,45072,2013/3/12,1,0
1113,1240765626.1406106181,2,1992,0,57440,2013/3/12,1,0
1114,1240832511.1407664682,2,1961,33,89388,2013/3/12,1,0
1115,1240954705.1406866422,2,1989,23,51511,2013/3/12,2,0
1116,1241035399.1397544224,2,1984,12,80040,2013/3/12,2,0
1117,1241325327.1392872183,2,1984,28,94043,2013/3/12,3,1
1118,1241382733.1409754671,2,1991,14,93380,2013/3/12,1,0
1119,1241575889.1410018328,2,1978,22,45210,2013/3/12,5,1
1120,1241783812.1405840071,2,1982,13,55933,2013/3/12,1,0
1121,1241935264.1407549368,2,1972,35,32211,2013/3/12,1,0
1122,1242209913.1386210649,2,1987,40,42529,2013/3/12,2,0
1123,1242499130.1408452728,2,1992,5,54146,2013/3/12,2,0
1124,1242573526.1409940168,2,1977,13,99380,2013/3/12,4,1
1125,1242588555.1409797947,1,1980,0,52771,2013/3/12,1,0
1126,1242764634.1410160431,2,1995,47,48012,2013/3/13,2,0
1127,1242990952.1407116913,1,1971,7,30103,2013/3/13,2,0
1128,1243128262.1410283389,1,1971,35,57057,2013/3/13,3,1
1129,1243439391.1406610524,1,1993,46,77234,2013/3/13,2,0
1130,1243703023.1407128539,2,1982,12,37580,2013/3/13,1,0
1131,1243783870.1410350860,1,1992,12,32420,2013/3/13,2,0
1132,1244197067.1408588192,1,1993,27,80927,2013/3/13,1,0
1133,124420589.1358688566,1,1978,47,45360,2013/3/13,2,0
1134,1244615663.1407744707,1,1987,4,98925,2013/3/13,2,0
1135,1245125216.1410214387,1,1967,0,69548,2013/3/13,4,1
1136,1245201728.1407643010,2,1996,1,74600,2013/3/13,2,0
1137,1245250941.1409854461,1,1979,0,63280,2013/3/13,1,0
1138,1245361145.1408240132,2,1993,1,92717,2013/3/13,1,0
1139,1246007766.1407986572,1,1985,19,71066,2013/3/13,2,0
1140,1246050103.1406722168,2,1984,45,59829,2013/3/13,1,0
1141,1246083441.1409716028,2,1988,13,56762,2013/3/13,1,0
1142,1246544284.1408505971,2,1996,21,89748,2013/3/13,2,0
1143,1247467043.1406413248,2,1991,1,70463,2013/3/13,1,0
1144,124756035.1403162882,2,1976,14,97886,2013/3/13,2,0
1145,1247610407.1408594843,1,1973,17,51276,2013/3/13,2,0
1146,1247930061.1406719605,2,1989,13,79190,2013/3/13,2,0
1147,1248158558.1407294132,2,1978,21,92211,2013/3/13,2,0
1148,1248521969.1405303067,1,1995,13,82398,2013/3/13,4,1
1149,1248636451.1408617398,2,1976,14,32645,2013/3/13,1,0
1150,1248778907.1407453960,2,1987,0,71100,2013/3/13,2,0
1151,1248911135.1409726754,2,1983,13,96525,2013/3/13,1,0
1152,124971132.1408698793,2,1963,13,85685,2013/3/13,1,0
1153,1249800571.1406874453,2,1993,0,36003,2013/3/13,3,1
1154,1249924612.1406253277,2,1981,16,78913,2013/3/13,2,0
1155,1250005718.1409830330,2,1993,40,99071,2013/3/13,2,0
1156,1250007281.1407120158,1,1989,0,64426,2013/3/13,1,0
1157,1250059373.1404633244,2,1979,40,72653,2013/3/13,2,0
1158,1250800123.1406599597,2,1997,0,44339,2013/3/13,1,0
1159,1250861588.1406595990,1,1985,14,73457,2013/3/13,1,0
1160,125118534.1407320681,2,1989,13,55495,2013/3/13,2,0
1161,1251359175.1409043545,2,1990,13,34180,2013/3/13,1,0
1162,1251617814.1409826651,2,1992,23,68655,2013/3/13,2,0
1163,1251734472.1410172536,2,1989,4,82358,2013/3/13,1,0
1164,1252178369.1406618588,2,1993,13,89258,2013/3/13,2,0
1165,125285926.1407368765,2,1992,28,51530,2013/3/13,1,0
1166,1252876010.1409560855,1,1991,0,91202,2013/3/13,3,1
1167,1253031624.1410152737,2,1968,0,75274,2013/3/13,1,0
1168,125328049.1406635962,1,1988,0,41636,2013/3/13,1,0
1169,1253450709.1409630566,1,1969,27,55734,2013/3/13,2,0
1170,1254028943.1408588711,2,1995,22,55976,2013/3/13,2,0
1171,1254112139.1406276912,1,1977,13,87912,2013/3/13,2,0
1172,1254579067.1408176591,2,1990,27,69997,2013/3/13,1,0
1173,1254654485.1409025001,2,1990,9,67147,2013/3/13,2,0
1174,1254733910.1409412511,2,1991,14,88342,2013/3/14,5,1
1175,1255222287.1406600015,1,1987,0,72248,2013/3/14,2,0
1176,1255626342.1408433777,1,1992,0,53058,2013/3/14,2,0
1177,1255893177.1401247980,2,1992,27,50054,2013/3/14,2,0
1178,1256165284.1406804554,2,1986,40,44340,2013/3/14,1,0
1179,1256221948.1410235527,1,1989,0,32410,2013/3/14,1,0
1180,125636204.1409508492,1,1984,13,32798,2013/3/14,2,0
1181,1256403805.1409560227,2,1984,0,35655,2013/3/14,1,0
1182,125658600.1408265543,2,1992,12,58047,2013/3/14,1,0
1183,1256706476.1406280111,2,1992,11,93367,2013/3/14,2,0
1184,1256718985.1393816793,2,1991,8,36144,2013/3/14,2,0
1185,1256796890.1409266566,2,1973,22,65194,2013/3/14,2,0
1186,1256850748.1406524291,2,1989,13,89757,2013/3/14,1,0
1187,1257034401.1407152590,1,1992,21,51661,2013/3/14,1,0
1188,1257215549.1409800321,2,1986,27,97214,2013/3/14,2,0
1189,1257347984.1409741641,2,1988,28,78676,2013/3/14,1,0
1190,1257366263.1407219009,2,1986,40,61615,2013/3/14,1,0
1191,1257531145.1409795481,2,1962,45,89057,2013/3/14,4,1
1192,1257573348.1407135176,1,1966,14,94718,2013/3/14,1,0
1193,1258041970.1408113880,1,1962,13,33802,2013/3/14,2,0
1194,1258367736.1409561939,2,1994,40,33449,2013/3/14,1,0
1195,1258509586.1406273030,1,1984,28,91063,2013/3/14,2,0
1196,1258584872.1409208273,2,1982,0,47412,2013/3/14,2,0
1197,1258951848.1406712788,1,1992,27,68611,2013/3/14,2,0
1198,1259165450.1406852402,1,1949,0,47443,2013/3/14,2,0
1199,1259308650.1406267569,1,1988,0,77487,2013/3/14,2,0
1200,125977698.1409624512,2,1992,14,77686,2013/3/14,5,1
1201,125988447.1406881306,2,1983,14,51064,2013/3/14,1,0
1202,1259938048.1406535975,2,1986,11,31091,2013/3/14,1,0
1203,1260051369.1408601492,2,1981,14,86079,2013/3/14,2,0
1204,1260076876.1406776147,2,1982,22,42894,2013/3/14,2,0
1205,126025234.1409797871,1,1980,0,31454,2013/3/14,4,1
1206,1260431036.1407304568,1,1975,22,98854,2013/3/14,1,0
1207,1260480235.1407033097,1,1975,14,85493,2013/3/14,1,0
1208,1260849045.1407411294,1,1978,40,65297,2013/3/14,2,0
1209,1260994228.1410176544,2,1980,11,88620,2013/3/14,5,1
1210,1261064672.1408137201,1,1994,45,99614,2013/3/14,1,0
1211,1262119925.1408503287,2,1985,27,83102,2013/3/14,1,0
1212,1262170898.1407809733,2,1987,0,52154,2013/3/14,1,0
1213,1262801874.1356661853515,2,1986,14,94207,2013/3/14,3,1
1214,1262959883.1407109030,1,1973,13,87659,2013/3/14,1,0
1215,1263072889.1410140417,1,1990,13,39330,2013/3/14,1,0
1216,1263226986.1410353982,2,1977,12,65289,2013/3/14,2,0
1217,1263410364.1409135512,2,1964,27,67125,2013/3/14,2,0
1218,126401335.1407718783,1,1977,28,97133,2013/3/14,1,0
1219,1264159225.1406276263,2,1986,0,85076,2013/3/14,1,0
1220,1264237095.1407480524,2,1979,1,97255,2013/3/14,1,0
1221,1264265153.1409229722,2,1971,13,65295,2013/3/14,2,0
1222,1264329347.1408758725,1,1996,13,34190,2013/3/14,2,0
1223,1264434302.1408276507,2,1974,22,76130,2013/3/14,2,0
1224,1264515765.1408091600,1,1993,27,46366,2013/3/14,2,0
1225,1264529328.1407114971,1,1990,9,75963,2013/3/14,2,0
1226,1264609633.1409682230,2,1992,12,86746,2013/3/15,2,0
1227,1264848432.1409274843,2,1994,0,89506,2013/3/15,2,0
1228,1264914989.1409981449,2,1989,13,36511,2013/3/15,2,0
1229,1265018369.1394502064,2,1990,13,95833,2013/3/15,4,1
1230,1265097529.1406877851,2,1992,26,81936,2013/3/15,2,0
1231,1265300948.1404798560,2,1989,13,31207,2013/3/15,2,0
1232,1265592034.1409575805,2,1986,32,60485,2013/3/15,1,0
1233,1265651940.1409357907,2,1978,23,48379,2013/3/15,2,0
1234,1265888801.1409672469,2,1974,1,50255,2013/3/15,1,0
1235,126588998.1408500621,2,1992,28,49935,2013/3/15,2,0
1236,1265925722.1408692340,2,1975,11,90536,2013/3/15,1,0
1237,1266108928.1409578012,2,1981,0,45428,2013/3/15,1,0
1238,1266423513.1406899849,2,1971,27,46228,2013/3/15,2,0
1239,126658737.1409147682,2,1992,14,92282,2013/3/15,1,0
1240,126666516.1408519584,2,1995,10,31086,2013/3/15,1,0
1241,1266752464.1408506220,1,1990,11,41624,2013/3/15,1,0
1242,1266789674.1408906292,2,1976,14,46695,2013/3/15,2,0
1243,1267317480.1407862862,1,1967,13,86293,2013/3/15,1,0
1244,1267324661.1407138951,2,1988,13,41771,2013/3/15,1,0
1245,126735641.1406705908,2,1973,12,33383,2013/3/15,2,0
1246,126745075.1406698146,2,1979,13,41547,2013/3/15,2,0
1247,1268037075.1406787307,2,1983,0,87423,2013/3/15,2,0
1248,1268102013.1408635139,1,1986,13,75489,2013/3/15,1,0
1249,1268337863.1406952887,2,1978,14,52882,2013/3/15,1,0
1250,1268815581.1409388624,2,1993,13,79038,2013/3/15,2,0
1251,1269052300.1404089431,2,1985,13,40733,2013/3/15,1,0
1252,126905713.1406198907,2,1987,11,84373,2013/3/15,1,0
1253,1269335902.1410278504,2,1989,11,52746,2013/3/15,1,0
1254,1269348158.1406967717,2,1995,14,42406,2013/3/15,2,0
1255,1269363767.1407289664,2,1989,14,73783,2013/3/15,1,0
1256,1269412168.1409014222,1,1994,0,97242,2013/3/15,2,0
1257,1270852905.1408589260,2,1983,12,69553,2013/3/15,1,0
1258,1270964324.1406725114,1,1992,13,74625,2013/3/15,1,0
1259,1271412668.1407231415,1,1994,14,83154,2013/3/15,1,0
1260,127141640.1409226919,2,1983,14,51167,2013/3/15,1,0
1261,127155899.1407295366,2,1990,0,97098,2013/3/15,2,0
1262,1271699559.1406206125,2,1990,0,35233,2013/3/15,2,0
1263,1272031065.1407898184,2,1992,14,90671,2013/3/15,2,0
1264,1272459880.1408682966,1,1986,0,88582,2013/3/15,2,0
1265,1272537014.1408026321,2,1982,11,49551,2013/3/15,1,0
1266,1272663528.1408435413,2,1992,14,62738,2013/3/15,1,0
1267,1272913214.1409803084,2,1974,14,35245,2013/3/15,2,0
1268,1273232162.1410157725,2,1982,13,37010,2013/3/15,1,0
1269,1273262200.1405561093,2,1978,14,58349,2013/3/15,1,0
1270,1273305111.1406286898,2,1990,11,81222,2013/3/15,1,0
1271,1273312443.1408954918,2,1990,12,43637,2013/3/15,1,0
1272,1273514479.1409018588,2,1971,12,56134,2013/3/15,1,0
1273,1273743106.1409660779,2,1961,11,52549,2013/3/15,1,0
1274,1274059855.1409796420,2,1986,0,73615,2013/3/15,4,1
1275,1274124386.1409652019,2,1994,14,99647,2013/3/15,2,0
1276,1274279855.1407204440,1,1993,11,46848,2013/3/15,2,0
1277,1274470998.1406508879,2,1972,11,65150,2013/3/15,1,0
1278,1274549926.1408415131,2,1989,0,32806,2013/3/15,2,0
1279,1274677009.1409644243,2,1979,14,51275,2013/3/15,3,1
1280,1274784898.1408205667,2,1970,12,84880,2013/3/15,1,0
1281,1275024802.1406189734,1,1985,12,62229,2013/3/15,1,0
1282,1275259654.1409910423,2,1967,13,48629,2013/3/15,2,0
1283,1275264453.1404731517,2,1981,9,53111,2013/3/15,1,0
1284,1275297985.1409017265,2,1978,0,47447,2013/3/15,2,0
1285,1275457520.1409014296,1,1966,12,55117,2013/3/15,1,0
1286,1275544928.1408865533,2,1994,13,65172,2013/3/15,2,0
1287,1276195639.1406461806,2,1988,0,53772,2013/3/15,1,0
1288,1276200505.1409551597,2,1980,11,54952,2013/3/15,5,1
1289,1276876532.1406858562,1,1976,14,60192,2013/3/15,1,0
1290,1277057739.1408582845,1,1971,12,50469,2013/3/15,1,0
1291,1277076455.1409876270,1,1979,13,92320,2013/3/15,2,0
1292,1277141364.1390186001,2,1995,14,52346,2013/3/15,2,0
1293,1277247321.1410329865,2,1981,13,47599,2013/3/15,4,1
1294,1277331404.1407207144,2,1983,13,49637,2013/3/15,2,0
1295,1277498272.1409029151,2,1984,11,58745,2013/3/15,2,0
1296,1277626710.1406598694,2,1987,13,79474,2013/3/15,2,0
1297,1277929449.1396496030,1,1993,13,91623,2013/3/15,1,0
1298,1278089913.1380606086,2,1984,13,48762,2013/3/15,2,0
1299,1278110965.1406684908,2,1988,13,72901,2013/3/15,1,0
1300,1278186071.1410357862,2,1983,11,71533,2013/3/15,2,0
1301,1278300644.1377220828,2,1976,13,80288,2013/3/15,1,0
1302,1278814435.1410308226,1,1980,14,66268,2013/3/15,1,0
1303,1278954718.1409829955,1,1988,0,86932,2013/3/15,2,0
1304,1279288956.1409629857,2,1979,11,84930,2013/3/15,2,0
1305,1279312069.1409190367,2,1977,13,70892,2013/3/15,1,0
1306,1279334004.1407215675,2,1991,13,55777,2013/3/15,4,1
1307,1279501288.1409188372,1,1982,0,65220,2013/3/15,2,0
1308,1279775148.1407593142,2,1992,28,90513,2013/3/15,1,0
1309,1279906155.1407095464,2,1993,0,35857,2013/3/15,2,0
1310,128032449.1405053037,2,1984,11,92472,2013/3/15,1,0
1311,1280510072.1408627251,2,1990,25,54133,2013/3/15,2,0
1312,1280519377.1406791045,2,1990,18,76603,2013/3/15,1,0
1313,1280750584.1407503709,2,1987,13,41894,2013/3/15,2,0
1314,1280762110.1408946436,2,1994,27,49246,2013/3/15,1,0
1315,1281017653.1408515996,2,1991,14,86210,2013/3/15,1,0
1316,1281045067.1406449315,2,1982,28,79196,2013/3/15,2,0
1317,1281222413.1406244331,2,1995,0,76377,2013/3/15,1,0
1318,1281497503.1409051480,1,1991,14,97155,2013/3/15,2,0
1319,1281962856.1406631621,2,1995,23,84250,2013/3/15,1,0
1320,1282090538.1409776728,1,1961,0,44114,2013/3/15,1,0
1321,1282332597.1407144117,1,1949,14,49563,2013/3/15,1,0
1322,1282597488.1409363734,2,1990,13,44473,2013/3/15,1,0
1323,1282869664.1408996942,2,1993,28,77426,2013/3/15,2,0
1324,1282873242.1408525159,1,1994,12,47053,2013/3/15,1,0
1325,1283036351.1409039303,2,1988,14,37235,2013/3/15,2,0
1326,1283161385.1409550165,2,1982,0,45462,2013/3/15,2,0
1327,1283432082.1407303532,1,1990,15,43328,2013/3/15,2,0
1328,1283750383.1401684433,2,1991,0,83431,2013/3/15,2,0
1329,1284428170.1410163260,2,1970,0,41420,2013/3/15,1,0
1330,1284442914.1390980602,1,1970,13,96811,2013/3/15,1,0
1331,1284735904.1410250233,2,1992,0,58975,2013/3/15,2,0
1332,1284850640.1346313169,2,1961,14,94197,2013/3/15,1,0
1333,1285339471.1408445600,2,1992,20,90952,2013/3/15,2,0
1334,1286181885.1407396944,2,1977,8,38822,2013/3/15,2,0
1335,1286223473.1407899777,1,1993,0,67565,2013/3/15,1,0
1336,1286245358.1409113427,2,1983,14,33568,2013/3/15,2,0
1337,1286307017.1407481004,2,1990,47,45625,2013/3/15,4,1
1338,1286458190.1397438176,1,1991,0,56930,2013/3/15,1,0
1339,1286625612.1409702762,1,1973,14,54032,2013/3/15,1,0
1340,1286696521.1408674679,2,1967,40,55230,2013/3/15,2,0
1341,1286827120.1408146609,2,1982,12,79208,2013/3/15,2,0
1342,1286862884.1391478927,2,1983,11,80130,2013/3/15,1,0
1343,1287209729.1378718260,2,1970,22,64875,2013/3/15,1,0
1344,128737471.1409809216,2,1981,12,94385,2013/3/15,1,0
1345,128765231.1406724415,1,1980,23,68844,2013/3/15,1,0
1346,1287687856.1409447028,1,1962,27,89687,2013/3/15,2,0
1347,1288405738.1408496451,1,1972,13,57569,2013/3/15,4,1
1348,1288840085.1410059202,1,1997,14,35024,2013/3/15,1,0
1349,1289083053.1409621393,2,1995,25,38078,2013/3/15,1,0
1350,1289132986.1406894659,2,1990,40,48522,2013/3/15,1,0
1351,1289141752.1408562312,2,1969,11,92991,2013/3/15,2,0
1352,1289477782.1408337119,2,1959,11,37860,2013/3/15,2,0
1353,1289581536.1408948213,2,1974,28,91711,2013/3/15,2,0
1354,1289649043.1409745893,1,1984,0,92475,2013/3/15,1,0
1355,1289841814.1408580463,2,1975,13,42406,2013/3/15,1,0
1356,1290007821.1365732318,1,1988,28,71580,2013/3/16,2,0
1357,1290234972.1406510736,2,1993,14,53313,2013/3/16,2,0
1358,1290361848.1409433527,2,1993,14,65204,2013/3/16,5,1
1359,1290585546.1407298695,2,1994,0,32671,2013/3/16,1,0
1360,1290775802.1407336640,2,1973,14,72032,2013/3/16,2,0
1361,1290797117.1407227527,1,1989,14,82858,2013/3/16,2,0
1362,1291589461.1381973601,2,1996,10,35043,2013/3/16,3,1
1363,1291798019.1410341394,2,1977,40,98101,2013/3/16,4,1
1364,1291837017.1406549003,2,1993,38,86060,2013/3/16,1,0
1365,1291862345.1410229843,2,1993,44,85464,2013/3/16,5,1
1366,1291949840.1410156106,1,1988,0,67595,2013/3/16,1,0
1367,1291979484.1407650396,2,1984,13,49819,2013/3/16,2,0
1368,1292105866.1406519085,1,1970,13,92995,2013/3/16,1,0
1369,129214779.1406187304,1,1972,46,48824,2013/3/16,1,0
1370,1292236491.1408341304,2,1989,0,69139,2013/3/16,2,0
1371,1292369695.1409228406,2,1995,17,84870,2013/3/16,2,0
1372,1292562435.1407057323,1,1996,0,45324,2013/3/16,1,0
1373,1292680529.1406294090,2,1989,27,82769,2013/3/16,1,0
1374,1292746055.1409186613,2,1991,29,92412,2013/3/16,2,0
1375,1293141841.1410167842,1,1989,0,50773,2013/3/16,2,0
1376,1293221316.1398217700,2,1988,12,52423,2013/3/16,4,1
1377,1293365149.1406858959,2,1990,0,74645,2013/3/16,2,0
1378,1293428734.1409649764,2,1988,14,63856,2013/3/16,2,0
1379,1293763923.1408675263,2,1969,13,98166,2013/3/16,2,0
1380,1293791048.1408509407,1,1993,0,49502,2013/3/16,1,0
1381,1293873168.1406362778,2,1986,15,78638,2013/3/16,2,0
1382,1293957040.1408425983,1,1988,0,52975,2013/3/16,1,0
1383,129420255.1407826497,2,1988,40,58139,2013/3/16,1,0
1384,1294207814.1398228064,1,1991,14,42129,2013/3/16,2,0
1385,1294220034.1410096757,2,1998,8,98629,2013/3/16,2,0
1386,1294714131.1409560955,2,1991,22,59794,2013/3/16,2,0
1387,1294993922.1407459167,1,1974,0,95660,2013/3/16,1,0
1388,1295126711.1408962618,2,1991,22,71807,2013/3/16,1,0
1389,1295420404.1406611939,2,1992,44,90447,2013/3/16,1,0
1390,1295513904.1406859866,1,1984,23,68080,2013/3/16,1,0
1391,1295807338.1408350911,1,1991,21,97429,2013/3/16,1,0
1392,1296061229.1410257095,1,1961,23,77993,2013/3/16,1,0
1393,1296261475.1410223852,2,1981,28,99235,2013/3/16,1,0
1394,1296261475.9999999999,1,1981,0,69403,2013/3/16,1,0
1395,1296481895.1409538358,2,1975,11,65270,2013/3/16,1,0
1396,1296596969.1406251792,1,1995,46,97685,2013/3/16,2,0
1397,129662665.1407224290,2,1991,25,89474,2013/3/16,2,0
1398,1296850138.1408441937,2,1980,13,79991,2013/3/16,4,1
1399,1297042497.1406721778,1,1971,0,45145,2013/3/16,2,0
1400,1297844742.1409623033,2,1973,14,57931,2013/3/16,5,1
1401,1298246789.1408493717,2,1994,26,98335,2013/3/16,2,0
1402,129842192.1407667294,2,1995,0,92934,2013/3/16,1,0
1403,1298449038.1410140387,2,1994,0,73013,2013/3/16,2,0
1404,129886785.1408423336,2,1980,23,58323,2013/3/16,1,0
1405,1298874348.1408598733,2,1994,0,97193,2013/3/16,1,0
1406,1299217038.1410033501,1,1994,22,98529,2013/3/16,4,1
1407,1299326423.1407750136,2,1994,26,36026,2013/3/16,1,0
